River Name,Monitoring Station / Location,State,,pH,Temperature (°C),Turbidity (NTU),DO (mg/L),BOD (mg/L),COD (mg/L),Total Coliform (MPN/100ml),EC (µS/cm),Data Source / Year,Completeness_Flag,synthetic_flag
Ganga,Hooghly Bridge,West Bengal,,6.65,26.75,6.6,6.65,2.39,40.4,10848,238.2,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.27,28.7,8.2,,,34.2,3128,361.6,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,6.69,30.92,10.17,5.78,4.36,38.5,8264,443.6,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.91,18.77,6.53,6.55,2.82,14,1866,349.5,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.83,30.59,6.7,7.28,8.22,11.6,13379,368.6,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.24,24.89,5.93,4.62,3.01,16.4,1919,229.1,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.12,20.51,4.69,5.9,5.24,28.7,3509,394.3,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.27,31.17,1.52,7.3,0.13,34.6,10396,,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.72,20.8,6.15,6.54,3.39,27,4762,321,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.86,24.4,4.51,6.21,7.03,16.5,1739,394.3,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.02,18.82,6.53,6.47,2.29,16.4,12503,325.6,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.1,19.98,8.92,7.42,3.85,8.7,1320,246.4,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.05,21.9,5.88,5.33,5.19,18.5,12465,291.8,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.15,25.89,6.66,6.51,4.77,17.8,6582,205.6,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.93,30.73,10.64,6.95,3.91,,,344.1,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.43,27.06,7.42,6.8,1.98,21.1,,374.4,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.65,13.69,2.23,5.86,2.14,29.4,14540,467.1,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.02,33.82,1.29,5.74,5.32,30.9,,352.5,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.28,30.44,7.63,6.59,1.14,12.9,,485,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.88,22.44,11.28,7.54,3.03,44,8750,507.3,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.24,32.62,8.19,6.39,4.35,0.4,3723,491.9,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.98,,0.37,5.76,5.92,42.9,11653,307.2,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,7.01,20.46,15.92,6.69,5.6,27.8,13071,224.2,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.8,27.58,3.46,7.01,5.51,39.3,1393,228.1,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.77,36.29,3.87,6.18,5.1,14.9,,,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.68,25.51,2.32,7.28,4.73,33.7,6178,410.6,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,,29.45,3.88,7.8,6.1,25.9,6404,497.3,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,7.03,14.79,2.58,7.32,3,17,14369,441.9,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.19,29.49,7.05,7,1.59,43.6,7452,267.8,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.26,25.91,10.76,4.66,1.7,27.6,16805,615.5,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.2,,1.18,6.9,3.76,42.6,,646.8,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,6.7,,11.22,7.11,2.02,41.4,10039,330.1,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,7.12,34.38,5.18,,6.07,32.3,1925,263.5,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,6.87,29.01,,4.49,5.09,3.3,2628,435.6,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.66,27.9,3.77,6.7,4.53,30.3,14138,,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.27,20.55,3.38,5.35,5.01,37.4,18225,668,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.42,,11.37,7.17,4.49,30.1,9033,397,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,6.81,22.6,2.75,7.42,5.94,17.3,,544.7,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.85,29.16,,5.69,4.31,24.7,2670,349.5,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.94,15.13,5.35,6.68,,31.5,11289,387.8,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,7.11,27.21,5.28,,5.5,,2065,385,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,7.04,22.55,1.14,8.21,6.18,28.7,2631,390.2,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.56,23.48,9.97,5.39,6.94,,15147,459.4,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.22,21.45,6.59,6,4.88,36.9,13527,460.4,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.52,19.56,10.18,7.34,2.8,19.7,,556.6,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.22,33.19,8,6.5,4.56,19.5,5708,386.1,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.21,30.32,14.53,8.44,5.43,25.6,10198,148.9,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.73,16.36,5.57,7.26,6.01,31.5,1985,394.8,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.66,31.82,14.79,7.17,5.96,28.4,1716,,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.79,35.84,,7.56,3.98,34.6,11048,398.8,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.38,,2.31,,,15.9,22121,404.2,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,6.99,29.86,6.84,6.67,,16.2,302,520.3,synthetic_generated_2025,0,1
Ganga,Hooghly Bridge,West Bengal,,7.31,18.86,10.52,5.8,2.79,29.7,1297,,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.18,27.34,,3.84,3.54,11.4,11978,290.9,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,7.14,22.88,13.73,5.01,7.45,45.7,15662,408.2,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.77,27.3,2.92,5.24,3.59,33.6,13215,389.9,synthetic_generated_2025,1,1
Ganga,Hooghly Bridge,West Bengal,,6.87,23.22,8.4,8.67,,18.7,1246,315.7,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.31,19.84,2.28,6.39,3.79,23.7,3969,412.1,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,6.76,22.1,3.02,9.36,4.23,18.2,2106,303.3,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.04,28.24,3.52,7.03,0.13,27.3,3087,284.1,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.18,26.52,5.76,6.12,3.67,,4268,353.8,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.12,18.29,5.96,7.01,2.71,,5349,410.5,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.62,23.6,2.37,,2.36,16.3,1069,313.7,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.16,29.72,2.52,8.1,2.38,22.1,3592,406.7,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,6.95,26,1.61,7.15,3.78,22.1,2630,271.9,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.5,28.54,5.25,7.53,3.78,27.6,3902,321.4,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,,,1.6,7.09,5.29,18.3,3009,353.4,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.17,20.31,1.28,7.7,6.88,22.5,3040,266.7,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,6.96,22.14,2.05,6.84,1.5,26.7,1144,270.1,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,,16.49,3.4,6.05,2.2,13.3,1245,333.1,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.27,17.79,5.04,7.02,2.43,32,212,123.8,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,6.85,,3.43,7.71,3.29,15.8,4341,,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,,23.67,0.17,7.43,0.89,22.1,1039,414.9,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.44,17.64,5.29,7.97,2.95,12,4983,360,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.51,21.4,,6.2,2.46,14.4,864,467.8,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.3,12.81,2.67,8.74,1.05,19.1,3755,,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.24,25.09,,8.06,2.28,,403,296.1,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,,,0.88,6.66,3.5,28.5,593,229.7,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.24,26.98,7.13,6.32,3.71,13.8,702,241.3,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.37,19.04,5.45,7.83,2.93,,2024,294.1,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.56,28.98,2.24,6.38,5.08,,1163,214.8,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,6.95,21.52,2.01,7.34,3.16,18.1,6715,461.4,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.26,14.17,3.78,6.51,,21.1,1794,188.8,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.28,19.9,8.57,6.37,2.96,18.1,203,378.1,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.13,20.14,8.43,5.35,1.57,13.4,6078,268.4,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.25,28.44,4.38,6.76,3.97,34.5,3629,332.2,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.21,21.34,4.76,7.37,3.42,22.8,1474,337.6,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.39,18.54,4.58,8.64,4.63,15.3,1133,354.8,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.13,16.96,,6.64,2.64,21.7,1592,508.8,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.45,24.56,3.35,,4.53,17.5,3260,403.9,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.32,24.27,5.83,7.53,2.95,11.8,1110,416.6,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.27,27.75,4.26,7.26,3.25,36.2,2665,367.8,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,6.99,18.36,6.56,7.83,2.13,24.7,4159,289.5,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.14,21.76,6.97,7.16,3.43,9.1,6955,214.7,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.41,27.81,2.18,8.46,3.17,19.4,2785,,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,,21.64,5.48,7.86,1.5,20.4,3569,338.7,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,6.91,23.95,1.76,8.08,2.61,12.1,1684,487.5,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,6.94,19.44,3.09,8.25,2.48,35.7,625,369,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.08,28.26,5.53,7.87,4.42,11.1,5433,312.1,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.21,22.22,2.42,8.12,4.85,19.9,1963,318.2,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,6.91,,2.61,7.48,2.47,13.2,5368,385.3,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,,,2.92,6.28,3.84,30.1,,401.4,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,6.96,18.24,4.79,8.27,3.85,17,292,324.9,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.31,31.02,4.64,,,15.7,2181,315.8,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.24,21.95,3.98,6.37,1.78,10.5,2913,393.5,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.06,16.11,2.82,7.04,3.57,14.9,,274.5,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.25,26.63,4.03,7.37,4.54,25.1,3038,351,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.27,23.99,4.43,,1.37,24.8,1015,255.1,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.4,16.02,1.33,6.36,4.13,23,1554,,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.42,25.14,0.7,,,25.4,6594,145.6,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.38,36.23,6.11,6.2,3.48,23.6,1123,382.4,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.14,27.61,6.24,6.26,,17.4,3129,138.7,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.46,29.43,1.98,8.38,4.26,,904,310.7,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.31,24.6,3.03,7.26,2.04,15.8,2386,335.8,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.46,,5.81,8.95,4.12,21.8,2577,294.6,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.14,24.08,0.49,8.83,5.2,19.4,740,383.4,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,6.86,22.21,,7.43,6.21,19.2,2064,287.4,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.3,28.21,1.59,6.21,2.64,15.6,849,435.6,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.13,17.35,6.27,6.91,2.26,19.5,1483,497.2,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,,18.26,3.68,5.53,3.46,30.2,2608,258,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.35,31.78,2.31,6.81,0.72,,725,391.3,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,6.98,24.66,3.75,5.67,5.84,17.9,5462,314.6,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,6.59,17.77,4.9,6.1,1.72,11.4,2917,248.5,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.34,26.57,4.9,7.03,2.91,14.4,4036,163.1,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.3,32.57,3.27,6.84,1.88,20.1,4372,327.9,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.05,20.73,4.45,6.72,1.65,17.1,2401,429.1,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.36,16.99,1.11,7.91,3.45,,4612,272.6,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.54,15.51,3.83,7.26,,11.2,3351,300.5,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.28,16.59,1.27,,1.92,23,3402,373.1,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,,18.72,5.58,8.01,1.42,10,195,451.9,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.31,25.38,1.9,8.33,,17.8,2689,,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.22,12.1,2.7,7.14,3.26,16.8,3825,255.3,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.86,,6.33,7.94,0.45,,1128,288.8,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.1,28.91,4.68,7.32,3.84,9.9,3822,288.4,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,,23.83,4.08,7.53,1.69,13.7,1003,304.3,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.28,23.13,5.12,6.52,4.59,21,1114,326.9,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.25,21.52,2.66,5.83,,24.5,632,,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,6.97,20.57,4.29,7.62,5.72,25.7,4981,157.4,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,,18.16,1.53,7.27,2.92,20,2303,427.8,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.12,19.43,1.3,7.79,2.82,14.3,3470,387.8,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,,17.64,0.13,6.87,,23.7,1001,342.1,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,,28.36,5.07,8.8,1,16,4563,366.5,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.1,24.51,2.73,7.53,3.43,24.5,2818,167.3,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.46,12.31,3.54,7.75,3.86,18.1,2735,221.2,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.52,15.03,0.61,,3,20.7,2452,369.8,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,6.95,21.82,3.62,7.14,3.81,10.3,593,228.6,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.08,,4.83,6.28,,9.2,1986,294.1,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.25,23.33,3.73,6.93,5.12,29.2,76,333.1,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.39,20.9,3.25,8.31,4.57,12.5,2755,357.9,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.15,22.95,3.49,6.67,2.8,22,3361,495.1,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.2,18.89,5.31,6.66,3.98,24.5,5268,397.7,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,,28,2.34,7.59,3.1,11.6,4678,375.6,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.29,29.71,4.27,8.48,2.71,26.6,1661,339.2,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.13,21.37,5.98,7.57,,31.4,208,256.9,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.39,25.46,0.13,6.81,2.46,18.7,,356.1,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.48,29.09,4.08,7.26,1.92,26.4,4145,254.9,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.06,26.53,0.01,7.93,3.89,25.8,,289.7,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.31,17.03,2.9,6.85,3.9,22.3,291,352.5,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.21,24.35,3.32,7.63,2.17,19.1,1660,263.6,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.44,15.97,2.86,7.84,1.13,28.3,3009,396.6,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,6.95,32.31,4.03,8.85,3.55,24.5,2606,400.4,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.09,13.49,8.47,8.17,2.91,27.1,4367,359.4,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.44,,3.49,7.82,3.23,11.7,2928,338,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.06,29.24,1.19,7.98,,22.5,2600,297.3,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,6.99,13.98,4.24,7.33,4.03,23.1,,352.6,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,,22.24,3.46,7.07,3.77,23.7,1660,386.8,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.54,17.17,0.45,6.72,3.85,20.4,6274,258.5,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.4,18.6,,8.81,1.57,16.4,5192,325.4,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.33,25.65,1.02,,4.28,21.2,,254.2,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,6.97,15.67,7.12,7.33,2.9,18.7,1239,311.4,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.25,,2.05,5.66,1.96,17.3,37,272.1,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.31,21.78,3.85,8.18,,15.1,3995,453.3,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,6.97,19.47,5.3,6.44,3.86,19.9,2108,365.8,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,,13.96,6.32,8.64,2.67,15,3415,197.9,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.02,,5.44,6.11,4.55,21.6,1383,287.7,synthetic_generated_2025,0,1
Ganga,Munger,Bihar,,7.1,21.34,4.12,9.27,4.81,27.9,1538,239.7,synthetic_generated_2025,1,1
Ganga,Munger,Bihar,,7.11,20.17,4.48,8.27,2.95,22.1,3181,379.1,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.18,19.92,2.94,5.86,2.77,,5315,334.2,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.25,28.59,4.53,6.93,2.81,30.7,7625,548.5,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.15,25.49,0.52,5.03,3.29,36.5,11711,350.1,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.11,,1.22,5.24,,31.3,7253,,synthetic_generated_2025,0,1
Ganga,Bhagalpur,Bihar,,7.23,,5.05,6.84,2.79,10,1081,372.2,synthetic_generated_2025,0,1
Ganga,Bhagalpur,Bihar,,6.49,,4.39,6.65,4.04,24.3,,153.3,synthetic_generated_2025,0,1
Ganga,Bhagalpur,Bihar,,6.91,,2.13,6.55,5.07,28.4,16275,310.9,synthetic_generated_2025,0,1
Ganga,Bhagalpur,Bihar,,6.69,,7.34,7.82,4.91,41,3516,,synthetic_generated_2025,0,1
Ganga,Bhagalpur,Bihar,,6.98,32.04,5.42,8.09,1.9,44,2831,482.5,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,6.77,19.83,,5.04,2.35,39.2,11347,176.5,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.15,20.23,4.94,5.42,,,3668,373.8,synthetic_generated_2025,0,1
Ganga,Bhagalpur,Bihar,,,26.53,,8.33,2.75,35.9,10539,491.2,synthetic_generated_2025,0,1
Ganga,Bhagalpur,Bihar,,7.04,13.86,,7.3,6.18,16.5,14595,356.3,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.15,18.26,6.07,5.53,5.84,6.9,12271,161.9,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.08,18.73,5.48,6.22,1.12,,7841,532,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.23,28.95,6.45,4.58,6.67,30.6,6148,433.8,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.17,29.08,3.02,5.18,3.33,41.9,2257,,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,,,0.31,5.73,3.23,36.3,10517,193.8,synthetic_generated_2025,0,1
Ganga,Bhagalpur,Bihar,,6.91,26.81,,6.74,4.08,28.6,7226,166.1,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,6.91,28.65,1.35,6.12,2.6,37.2,3039,512.2,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,6.53,25.22,,4.81,2.71,23.6,6820,317,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.05,29.24,9.41,6.78,5.36,33.1,6112,488.1,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,6.93,,6.28,6.42,5.73,25.3,10232,359,synthetic_generated_2025,0,1
Ganga,Bhagalpur,Bihar,,6.95,22.29,10.52,4.48,6.28,12.6,11223,279.5,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,6.68,13.86,0.25,5.39,2.99,,5657,302,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.35,23.79,6.23,7.46,1.52,29.8,12755,369,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.22,26.97,4.76,6.96,7.4,38.3,9000,359.3,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,,20.53,,5.36,4.59,,3106,212.3,synthetic_generated_2025,0,1
Ganga,Bhagalpur,Bihar,,7.02,26.21,1.75,6.65,3.65,29,4229,438.5,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,6.74,22.83,7.33,6.3,2.9,27.1,7913,249.8,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.21,20.85,5.29,6.31,4.92,34.7,,372.8,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.53,30.15,6.15,6.76,3.58,33.9,11558,464.3,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.34,18.98,4.87,8.28,4.82,24.7,7957,479.1,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,6.76,27.37,5.47,5.96,5.55,42.8,7072,381,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.05,11.27,1.55,7.14,3.21,24.2,564,322.8,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.08,20.33,1.79,6.96,3.38,28.1,12124,437.5,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.01,27.81,6.21,5.23,4.74,41.3,9885,574.8,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,6.46,31.77,13.62,,5.32,27.8,1548,523.3,synthetic_generated_2025,0,1
Ganga,Bhagalpur,Bihar,,6.93,22.87,10.48,6.46,,44.1,12071,,synthetic_generated_2025,0,1
Ganga,Bhagalpur,Bihar,,7.04,24.82,8.62,7.42,6.19,16.6,22175,377.1,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,6.92,31.57,13.08,5.34,,19.7,,399.1,synthetic_generated_2025,0,1
Ganga,Bhagalpur,Bihar,,7.09,16.84,6.75,5.67,4.8,39.1,4662,523.6,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,6.9,19.39,13.25,5.33,4.55,32.2,5607,307.9,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,6.8,19.48,7.13,6.37,0.06,50,9056,380.1,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,6.89,18.28,0.95,6.37,4.1,25.2,20318,452.4,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,7.12,32.5,3.32,5.73,4.34,25,,,synthetic_generated_2025,1,1
Ganga,Bhagalpur,Bihar,,6.78,31.63,7.39,,2.67,17.4,4312,,synthetic_generated_2025,0,1
Ganga,Bhagalpur,Bihar,,7.01,24.06,3.15,,1.45,15.2,,304.9,synthetic_generated_2025,0,1
Ganga,Bhagalpur,Bihar,,6.81,24.18,9.87,8.38,6.72,35.1,13893,238.2,synthetic_generated_2025,1,1
